icao,name,lat,lon,runways,ils
KLZU,"Gwinnett Co Briscoe Fld",33.978082,-83.962365,1,1
KMAF,"Midland Intl",31.9413665,-102.2007965,4,1
KMBS,"Mbs Intl",43.532725,-84.07979175,2,2
KMCB,"Mc Comb Pike Co John E Lewis Fld",31.1784345,-90.4718585,1,1
KMCC,"Mc Clellan Afld",38.6676375,-121.4006,1,1
KMCE,"Merced Muni Macready Fld",37.2847275,-120.513887085,1,1
KMCF,"Macdill Afb",27.849339,-82.5212135,1,2
KMCI,"Kansas City Intl",39.297138195,-94.713394375,3,6
KMCN,"Middle Georgia Rgnl",32.69297625,-83.64867375,2,1
KMCO,"Orlando Intl",28.42919875,-81.30677975,4,6
KMCW,"Mason City Muni",43.157618,-93.331577,2,1
KMDH,"Southern Illinois",37.7782835,-89.253087,3,1
KMDQ,"Madison Co Executive",34.861407,-86.5574735,1,1
KMDT,"Harrisburg Intl",40.1931905,-76.7626195,1,2
KMDW,"Chicago Midway Intl",41.7859427,-87.7525238,5,3
KMEB,"Laurinburg Maxton",34.790247,-79.3664415,2,1
KMEI,"Key Fld",32.33341175,-88.7507385,2,1
KMEM,"Memphis Intl",35.04266625,-89.97662525,4,8
KMER,"Castle",37.3804805,-120.5681885,1,1
KMEZ,"Mena Intermountain Muni",34.54566725,-94.203092,2,1
KMFD,"Mansfield Lahm Rgnl",40.8181729566667,-82.5151769833333,3,1
KMFE,"Mc Allen Miller Intl",26.17624375,-98.237896,2,1
KMFR,"Rogue Valley Intl Medford",42.37357175,-122.873687,2,1
KMGE,"Dobbins Arb",33.915275,-84.516347,1,2
KMGJ,"Orange Co",41.50975475,-74.264291,2,1
KMGM,"Montgomery Rgnl",32.29536627,-86.39428978,3,2
KMGW,"Morgantown Muni Walter L Bill Hart Fld",39.642606,-79.9157735,2,1
KMHE,"Mitchell Muni",43.774855,-98.038202,2,1
KMHK,"Manhattan Rgnl",39.141466,-96.6705985,2,1
KMHR,"Sacramento Mather",38.55640894,-121.2983915375,4,1
KMHT,"Manchester",42.932843,-71.436369,2,3
KMIA,"Miami Intl",25.7961668875,-80.2897423475,4,5
KMIB,"Minot Afb",48.415761,-101.358036,1,2
KMIE,"Delaware Co Johnson Fld",40.2423005,-85.3968615,2,1
KMIV,"Millville Muni",39.36787,-75.07226,2,1
KMJX,"Robert J Miller Air Park",39.92687414,-74.29480343,2,1
KMKC,"Charles B Wheeler Downtown",39.124019364,-94.590207253,5,2
KMKE,"General Mitchell Intl",42.948020767,-87.896082031,5,3
KMKG,"Muskegon Co",43.1700173333333,-86.2382213333333,3,2
KMKL,"Mc Kellar Sipes Rgnl",35.60050225,-88.915516,2,1
KMKT,"Mankato Rgnl",44.221230125,-93.91889761,2,1
KMLB,"Melbourne Intl",28.1022878333333,-80.6434018333333,3,1
KMLI,"Quad City Intl",41.4484013333333,-90.5070515,3,2
KMLU,"Monroe Rgnl",32.5106811666667,-92.03765,3,2
KMMT,"Mc Entire Angs",33.9241063333333,-80.8000723333333,3,1
KMMU,"Morristown Municipal Airport",40.79923738,-74.415468735,2,1
KMMV,"Mc Minnville Muni",45.1943485,-123.135667255,2,1
KMNM,"Menominee Marinette Twin Co",45.12637125,-87.6385515,2,1
KMOB,"Mobile Rgnl",30.690682,-88.241293,2,2
KMOD,"Modesto City Co Harry Sham",37.6260375,-120.9553945,2,1
KMOT,"Minot Intl",48.2576825,-101.27800775,2,1
KMPV,"Edward F Knapp State",44.20386925,-72.56223125,2,1
KMQJ,"Mt Comfort",39.84428125,-85.8963985,2,1
KMQY,"Smyrna",36.0092188575,-86.5154990075,4,1
KMRB,"Eastern Wv Rgnl Shepherd Fld",39.40189712,-77.984673745,1,1
KMRY,"Monterey Peninsula",36.58691625,-121.84192725,2,1
KMSL,"Northwest Alabama Rgnl",34.74534125,-87.611372,2,1
KMSN,"Dane Co Rgnl Truax Fld",43.1402546666667,-89.3369543333333,3,3
KMSO,"Missoula Intl",46.91623825,-114.08974225,2,1
KMSP,"Minneapolis St Paul Intl",44.88195025,-93.2220095,4,6
KMSS,"Massena Intl Richards Fld",44.93581825,-74.845686,2,1
KMSV,"Sullivan Co Intl",41.70165,-74.795014,1,1
KMSY,"Louis Armstrong New Orleans Intl",29.993526155,-90.2559763716667,3,3
KMTC,"Selfridge Angb",42.613882,-82.8369135,1,2
KMTJ,"Montrose Rgnl",38.50874625,-107.89450275,2,1
KMTN,"Martin State",39.325658,-76.413768,1,1
KMTO,"Coles Co Mem",39.4779773333333,-88.2822671666667,3,1
KMTW,"Manitowoc Co",44.12909425,-87.6802155,2,1
KMUO,"Mountain Home Afb",43.03897475,-115.8693505,2,2
KMVN,"Mount Vernon",38.32325,-88.85871325,2,1
KMVY,"Marthas Vineyard",41.3929611666667,-70.6158523333333,3,1
KMWA,"Williamson Co Rgnl",37.753878,-89.010614,2,1
KMWH,"Grant Co Intl",47.2106244,-119.3210395,5,1
KMWL,"Mineral Wells",32.781616,-98.060761,2,1
KMXF,"Maxwell Afb",32.3837525,-86.36532725,2,1
KMYF,"Montgomery Fld",32.81475629,-117.139908445,5,1
KMYR,"Myrtle Beach Intl",33.67974,-78.928321,1,2
KMYV,"Yuba Co",39.097957,-121.56958125,2,1
KMZZ,"Marion Municipal",40.48982617,-85.6795178825,2,1
KNBG,"New Orleans Nas Jrb",29.8250625,-90.02670075,2,1
KNCA,"New River Mcas",34.70838425,-77.43956825,2,1
KNDZ,"Whiting Fld Nas South",30.70018975,-87.013210375,4,1
KNEW,"Lakefront",30.0418568333333,-90.0276903333333,3,1
KNFW,"Fort Worth Nas Jrb",32.769186,-97.4415335,1,2
KNGP,"Corpus Christi Nas",27.692657375,-97.28999925,4,1
KNKT,"Cherry Point Mcas",34.90319525,-76.880408,4,1
KNKX,"Miramar Mcas",32.8679903333333,-117.138758666667,3,1
KNMM,"Meridian Nas",32.5531396666667,-88.5545336666667,3,1
KNOG,"Orange Grove Nalf",27.89680425,-98.04356025,2,1
KNPA,"Pensacola Nas",30.3532188333333,-87.318055,3,1
KNQA,"Millington Muni",35.356642,-89.870428,1,1
KNQI,"Kingsville Nas",27.504495,-97.80830175,4,1
KNSI,"San Nicolas Island Nolf",33.2397805,-119.458197,1,1
KNTD,"Point Mugu",34.11919852,-119.1145151075,2,1
KNUQ,"Moffett Federal Afld",37.416069,-122.04917425,2,1
KNUW,"Whidbey Island Nas",48.35180275,-122.65590725,2,1
KNYL,"Yuma",32.658418,-114.60399275,4,1
KOAJ,"Albert J Ellis",34.8291585,-77.612142,1,1
KOAK,"Metro Oakland Intl",37.7283509633333,-122.215348049167,12,3
KOCF,"Ocala Intl Jim Taylor Fld",29.17472275,-82.22490625,2,1
KOCH,"A L Mangham Jr Rgnl",31.5777705,-94.710129,1,1
KOFF,"Offutt Afb",41.119322,-95.9082195,1,1
KOFK,"Karl Stefan Mem",41.985449625,-97.43511306,2,1
KOGD,"Ogden Hinckley",41.1959197533333,-112.012476333333,3,1
KOKC,"Will Rogers World",35.39260937625,-97.60226492,4,4
KOKK,"Kokomo Muni",40.528239155,-86.0587380075,2,1
KOKM,"Okmulgee Rgnl",35.665241,-95.95010175,2,1
KOKV,"Winchester Rgnl",39.14352723,-78.14445507,1,1
KOLM,"Olympia",46.969311605,-122.902479115,2,1
KOLV,"Olive Branch",34.9787525,-89.78685,1,1
KOMA,"Eppley Airfield",41.3031392583333,-95.8939904683333,3,6
KONP,"Newport Muni",44.580776065,-124.057500075,2,1
KONT,"Ontario Intl",34.055917005,-117.600852935,2,3
KOPF,"Opa Locka",25.907954948,-80.276558758,5,3
KOPN,"Thomaston Upson Co",32.955003,-84.2641165,1,1
KOQU,"Quonset State",41.5974775,-71.409566625,4,1
KORD,"Chicago Ohare Intl",41.982070256875,-87.90358304125,8,13
KORF,"Norfolk Intl",36.8941705,-76.202229,2,2
KORH,"Worcester Rgnl",42.26722725,-71.8751655,2,2
KORL,"Executive",28.5453715,-81.33326875,2,1
KOSC,"Oscoda Wurtsmith",44.451557,-83.394054,1,1
KOSH,"Wittman Rgnl",43.986231625,-88.5564765,4,1
KOSU,"Ohio State University",40.081142726,-83.072103096,5,1
KOTH,"North Bend Muni",43.4173786666667,-124.2447225,3,1
KOTM,"Ottumwa Industrial",41.10668875,-92.44791675,2,1
KOUN,"University Of Oklahoma Westheimer",35.245392325,-97.472102655,2,1
KOWA,"Owatonna Degner Rgnl",44.1234,-93.260618,1,1
KOWB,"Owensboro Daviess Co",37.7401285,-87.1667625,2,1
KOXC,"Waterbury Oxford",41.478282,-73.1351875,1,1
KOXR,"Oxnard",34.200818855,-119.20723284,1,1
KOZR,"Cairns Aaf",31.2774635,-85.713197,3,1
KPAE,"Snohomish Co",47.9059797166667,-122.279141826667,3,1
KPAH,"Barkley Rgnl",37.06032,-88.77288275,2,1
KPAM,"Tyndall Afb",30.0695275,-85.575525,2,2
KPBF,"Grider Fld",34.1745155,-91.9356025,1,1
KPBG,"Plattsburgh Intl",44.6509375,-73.4681265,1,1
KPBI,"Palm Beach Intl",26.6828618333333,-80.0969963333333,3,2
KPBX,"Pike Co Hatcher Fld",37.562211,-82.565516,2,1
KPDK,"Dekalb Peachtree",33.877171028,-84.3029899,5,1
KPDT,"Eastern Oregon Rgnl At Pendleton",45.695116,-118.841132,3,1
KPDX,"Portland Intl",45.5888388333333,-122.597259166667,3,4
KPFN,"Panama City Bay Co Intl",30.21197425,-85.68287025,2,1
KPGV,"Pitt Greenville",35.6353305,-77.3861795,3,1
KPHF,"Newport News Williamsburg Intl",37.132013,-76.493351,2,2
KPHL,"Philadelphia Intl",39.87386525,-75.237388,4,6
KPHX,"Phoenix Sky Harbor Intl",33.43358,-112.011836666667,3,5
KPIA,"Greater Peoria Rgnl",40.66403675,-89.6924735,2,3
KPIB,"Hattiesburg Laurel Rgnl",31.4671455,-89.337058,1,1
KPIE,"St Petersburg Clearwater Intl",27.910411125,-82.687528875,4,2
KPIH,"Pocatello Rgnl",42.909695,-112.59686375,2,1
KPIR,"Pierre Rgnl",44.382695,-100.2859715,2,1
KPIT,"Pittsburgh Intl",40.49135325,-80.231803,4,5
KPKB,"Mid Ohio Valley Rgnl",39.344629,-81.4393,2,1
KPLN,"Pellston Rgnl Arpt Of Emmet Co",45.57106925,-84.796602,2,1
KPMD,"Palmdale Rgnl Usaf Plt 42",34.62938675,-118.0845505,2,1
KPNC,"Ponca City Rgnl",36.736645365,-97.099823875,2,1
KPNE,"Northeast Philadelphia",40.0815485,-75.010514,2,1
KPNS,"Pensacola Rgnl",30.4734255,-87.18661175,2,1
KPOB,"Pope Afb",35.17062975,-79.01428125,2,1
KPOC,"Brackett Field",34.09208557,-117.77962157,3,1
KPOU,"Poughkeepsie - Dutchess Co",41.6266005,-73.8843382166667,3,1
KPQI,"Northern Maine Rgnl At Presque Isle",46.68870775,-68.044263,2,1
KPQL,"Trent Lott Intl",30.462782,-88.529228,1,1
KPRC,"Prescott Ernest A. Love Field",34.6544621666667,-112.419514,3,1
KPSB,"Mid State",40.884257,-78.0873465,2,1
KPSC,"Tri Cities",46.2647106666667,-119.118558833333,3,1
KPSK,"New River Valley",37.137346,-80.6784835,1,1
KPSM,"Portsmouth Intl At Pease",43.077971,-70.823243865,1,2
KPTK,"Oakland Co Intl",42.6649767575,-83.415885545,4,1
KPTN,"Harry P Williams Mem",29.7108195,-91.3397125,1,1
KPUB,"Pueblo Mem",38.290566375,-104.495728625,4,2
KPUC,"Carbon Co",39.6135046666667,-110.7516285,3,1
KPUJ,"Paulding Northwest Atlanta",33.912043,-84.9406194,1,1
KPVC,"Provincetown Muni",42.072281,-70.2207375,1,1
KPVD,"Theodore Francis Green State",41.723632,-71.42661175,2,3
KPVU,"Provo Municipal",40.21899875,-111.72329375,2,1
KPWA,"Wiley Post",35.5347117275,-97.6474078675,4,1
KPWK,"Chicago Executive",42.114076,-87.9013535,3,1
KPWM,"Portland Intl Jetport",43.64642625,-70.30856325,2,2
KPWT,"Bremerton National",47.4902405,-122.764815,1,1
KRAC,"John H Batten",42.76116475,-87.8140305,2,1
KRAL,"Riverside Muni",33.9517313133333,-117.44646994,3,1
KRAP,"Rapid City Rgnl",44.04695166,-103.058687705,2,1
KRBD,"Dallas Executive",32.680811,-96.8679175,2,1
KRCA,"Ellsworth Afb",44.1453985,-103.1039345,1,2
KRDD,"Redding Muni",40.50865275,-122.2931015,2,1
KRDG,"Reading Rgnl Carl A Spaatz Fld",40.378434,-75.96488475,2,2
KRDM,"Roberts Fld",44.25406575,-121.14996325,2,1
KRDR,"Grand Forks Afb",47.961279,-97.400811,1,2
KRDU,"Raleigh Durham Intl",35.8758631666667,-78.7855981666667,3,4
KRFD,"Chicago Rockford Intl",42.19530275,-89.09656475,2,2
KRGK,"Red Wing Rgnl",44.589354,-92.4849695,1,1
KRHI,"Rhinelander Oneida Co",45.6309413333333,-89.4644398333333,3,1
KRIC,"Richmond Intl",37.504728,-77.320111245,3,3
KRIL,"Garfield Co Rgnl",39.526314,-107.7269405,1,1
KRIV,"March Arb",33.8838308666667,-117.256361843333,3,1
KRIW,"Riverton Rgnl",43.062487875,-108.457268885,4,1
KRKD,"Knox Co Rgnl",44.0602665,-69.099207,2,1
KRKS,"Rock Springs Sweetwater Co",41.5940670525,-109.065540085,2,1
KRME,"Griffiss International",43.2337985,-75.407033,1,2
KRMG,"Rome - Richard B Russel",34.350523,-85.1578208333333,3,1
KRMN,"Stafford Rgnl",38.398096,-77.455465,1,1
KRND,"Randolph Afb",29.5289015,-98.27802775,2,4
KRNO,"Reno Tahoe Intl",39.4988366566667,-119.768015713333,3,2
KROA,"Roanoke Rgnl Woodrum Field",37.326092882,-79.974089788,5,2
KROC,"Greater Rochester Intl",43.1193101666667,-77.6706408333333,3,3
KROG,"Rogers Muni Carter Fld",36.3724125,-94.106967,1,1
KROW,"Roswell Intl Air Center",33.3022826666667,-104.531742666667,3,1
KRST,"Rochester Intl",43.907861665,-92.50008493,2,2
KRSW,"Southwest Florida Intl",26.5361625,-81.7551525,1,1
KRUQ,"Rowan Co",35.64671006,-80.520333755,2,1
KRWI,"Rocky Mount Wilson Rgnl",35.8562515,-77.891935,1,1
KRYM,"Ray S Miller Aaf",46.089421,-94.35967175,2,1
KRYN,"Ryan Fld",32.1420606666667,-111.174996666667,3,1
KRYY,"Cobb Co Mc Collum Fld",34.013193,-84.597,1,1
KSAC,"Sacramento Executive",38.512052885,-121.4946577125,4,1
KSAF,"Santa Fe Muni",35.617038,-106.08957,3,1
KSAN,"San Diego Intl",32.7288578866667,-117.183642193333,3,1
KSAT,"San Antonio Intl",29.5337633333333,-98.469653,3,3
KSAV,"Savannah Hilton Head Intl",32.1274035,-81.201878,2,2
KSAW,"Sawyer Intl",46.353625,-87.395353,1,1
KSBA,"Santa Barbara Mun",34.4281472,-119.8384304,5,1
KSBD,"San Bernardino Intl",34.1038457857143,-117.240268142857,7,1
KSBM,"Sheboygan Co Mem",43.7695858,-87.851797325,2,1
KSBN,"South Bend Rgnl",41.7092159666667,-86.3180123333333,3,2
KSBP,"San Luis Co Rgnl",35.2371409425,-120.6434597025,2,1
KSBY,"Salisbury Ocean City Wicomico Rgnl",38.340477,-75.510353,2,1
KSCH,"Schenectady Co",42.8518171666667,-73.9285078333333,3,1
KSCK,"Stockton Metropolitan",37.8986691666667,-121.239089166667,3,1
KSDF,"Louisville Intl Standiford Fld",38.1750506666667,-85.7356921666667,3,4
KSEA,"Seattle Tacoma Intl",47.4501884833333,-122.312320356667,3,6
KSEM,"Craig Fld",32.343946,-86.987804,1,1
KSFB,"Orlando Sanford",28.776299075,-81.23520274625,4,3
KSFF,"Felts Fld",47.6830327378571,-117.320258130714,7,1
KSFO,"San Francisco Intl",37.61867421125,-122.37500760875,4,6
KSGF,"Springfield Branson Natl",37.24559375,-93.38838675,2,2
KSGH,"Springfield Beckley Muni",39.8396465,-83.84072725,2,1
KSGJ,"St Augustine",29.958152175,-81.3392106666667,3,1
KSGR,"Sugar Land Rgnl",29.6222485,-95.6565345,1,1
KSGT,"Stuttgart Muni",34.59983825,-91.574616,2,1
KSHD,"Shenandoah Valley Regional",38.263840375,-78.896471135,1,1
KSHR,"Sheridan Co",44.7704934333333,-106.97748384,3,1
KSHV,"Shreveport Rgnl",32.4469595,-93.82540975,2,2
KSJC,"San Jose Norman Y Mineta Intl",37.3623746666667,-121.929543665,3,2
KSJT,"San Angelo Rgnl Mathis Fld",31.357972,-100.495862166667,3,1
KSKA,"Fairchild Afb",47.615057,-117.6557735,1,2
KSKF,"Lackland Afb Kelly Fld Annex",29.3842335,-98.5811165,1,2
KSLC,"Salt Lake City Intl",40.786974,-111.975425625,4,6
KSLE,"Mcnary Fld",44.9095095,-123.0025515,2,1
KSLK,"Adirondack Rgnl",44.38456925,-74.206212,2,1
KSLN,"Salina Muni",38.7896185,-97.654309875,4,1
KSMF,"Sacramento Intl",38.695431115,-121.5907694575,2,3
KSMX,"Santa Maria Public/ Cpt G Allan Hancoc",34.8965418583333,-120.456679781667,3,1
KSNA,"Orange County - John Wayne",33.6752576785714,-117.869909751429,7,2
KSNL,"Shawnee Rgnl",35.356079,-96.941968,2,1
KSNS,"Salinas Muni",36.6632916666667,-121.605298333333,3,1
KSOP,"Moore Co",35.23712625,-79.39325,2,1
KSPI,"Capital",39.8439666666667,-89.6780765,3,3
KSPS,"Sheppard Afb Wichita Falls Muni",33.9892285,-98.49199975,4,2
KSPW,"Spencer Muni",43.16549925,-95.20278775,2,1
KSQI,"Whiteside Co Jos H Bittorf",41.7430535,-89.67721475,2,1
KSRC,"Searcy Muni",35.210607,-91.7375375,1,1
KSRQ,"Sarasota Bradenton Intl",27.395443,-82.55403525,2,2
KSSC,"Shaw Afb",33.972679,-80.470377,2,2
KSTC,"St Cloud Rgnl",45.54623625,-94.059899,2,1
KSTJ,"Rosecrans Mem",39.771411,-94.91065575,2,1
KSTL,"Lambert St Louis Intl",38.748964375,-90.37040975,4,8
KSTP,"St Paul Downtown Holman Fld",44.93468758,-93.0600021633333,3,2
KSTS,"Charles M. Schulz - Sonoma Co",38.5095287533333,-122.811067026667,3,1
KSUS,"Spirit Of St Louis",38.6626895,-90.65331675,2,2
KSUU,"Travis Afb",38.2625445,-121.92757,2,2
KSUX,"Sioux Gateway Col Bud Day Fld",42.4030125,-96.3840625,2,2
KSVH,"Statesville Rgnl",35.764996,-80.953896,1,1
KSVN,"Hunter Aaf",32.010018,-81.1459875,1,1
KSWF,"Stewart",41.50083983625,-74.0986246975,4,2
KSWO,"Stillwater Rgnl",36.1612156666667,-97.0856891666667,3,1
KSYR,"Syracuse Hancock Intl",43.1137095,-76.1108281666667,3,2
KSZL,"Whiteman Afb",38.7303055,-93.547864,1,2
KTBN,"Waynesville Rgnl Arpt At Forney Fld",37.741632,-92.1407375,1,1
KTBR,"Statesboro Bulloch Co",32.4837375,-81.7360555,3,1
KTCL,"Tuscaloosa Rgnl",33.221795,-87.61115075,2,1
KTCM,"Mc Chord Afb",47.1404675,-122.47692225,2,2
KTDF,"Person Co",36.2846155,-78.984226,1,1
KTEB,"Teterboro",40.8502515,-74.0609325,2,2
KTIK,"Tinker Afb",35.415753745,-97.388251815,2,2
KTIW,"Tacoma Narrows",47.2679305,-122.5781125,1,1
KTIX,"Space Coast Rgnl",28.51485625,-80.79980775,2,1
KTKI,"Collin Co Rgnl At Mc Kinney",33.1779485,-96.590528,1,1
KTLH,"Tallahassee Rgnl",30.39734025,-84.351373,2,2
KTMA,"Henry Tift Myers",31.429231,-83.4877783333333,3,1
KTMB,"Kendall Tamiami Executive",25.647824805,-80.433494425,3,1
KTNT,"Dade-collier",25.86178387,-80.896940585,1,1
KTNU,"Newton Muni",41.67443317,-93.0217275,1,1
KTOA,"Torrance/zamperini Field",33.80422878125,-118.3413578225,4,1
KTOI,"Troy Muni",31.86041525,-86.01215425,2,1
KTOL,"Toledo Express",41.5867195,-83.80558575,2,2
KTOP,"Philip Billard Muni",39.0685301666667,-95.6226306666667,3,1
KTPA,"Tampa Intl",27.9748916666667,-82.5318978333333,3,3
KTPL,"Draughon Miller Central Texas Rgnl",31.15262025,-97.40755475,2,1
KTRI,"Tri Cities Rgnl Tn Va",36.4759195,-82.40641365,2,2
KTTA,"Sanford Lee Co Rgnl",35.5823585,-79.101361,1,1
KTTN,"Trenton Mercer",40.2777092383333,-74.8122209316667,6,1
KTUL,"Tulsa Intl",36.1981994,-95.8894581716667,3,3
KTUP,"Tupelo Rgnl",34.268111,-88.769894,1,1
KTUS,"Tucson Intl",32.116858,-110.942155,3,1
KTVC,"Cherry Capital",44.74174725,-85.58282,2,1
KTVY,"Bolinder Field Tooele Valley",40.61226785,-112.350715955,1,1
KTWF,"Joslin Fld Magic Valley Rgnl",42.4825,-114.4882785,2,1
KTXK,"Texarkana Rgnl Webb Fld",33.4538575,-93.99066875,2,1
KTYQ,"Indianapolis Executive",40.030668,-86.2514345,1,1
KTYR,"Tyler Pounds Rgnl",32.3542711666667,-95.4024526666667,3,1
KTYS,"Mc Ghee Tyson",35.814680985,-83.9911599585714,7,2
KTZR,"Bolton Fld",39.901168,-83.1369085,1,1
KUCY,"Everett Stewart",36.381792,-88.985421,1,1
KUES,"Waukesha Co",43.04064124,-88.23648667,2,1
KUGN,"Waukegan Rgnl",42.42240075,-87.8681075,2,1
KUIN,"Quincy Rgnl Baldwin Fld",39.9427730016667,-91.1948090033333,3,1
KUKF,"Wilkes Co",36.2236015,-81.0986085,1,1
KUNI,"Ohio University Snyder Field",39.211892,-82.229254,1,1
KUNV,"University Park",40.848516,-77.849828,2,1
KUTA,"Tunica Muni",34.68506548,-90.34777929,1,1
KUZA,"Rock Hill York Co Bryant",34.987825,-81.0571735,1,1
KVAD,"Moody Afb",30.96866275,-83.19310975,2,1
KVBG,"Vandenberg Afb",34.737328,-120.58429311,1,2
KVCT,"Victoria Rgnl",28.851898625,-96.917408375,4,1
KVCV,"Southern California Logistics",34.59631475,-117.3818395,2,1
KVDI,"Vidalia Rgnl",32.1928605,-82.37121525,2,1
KVGT,"North Las Vegas",36.2122652372727,-115.200202098182,11,1
KVIS,"Visalia Muni",36.318653,-119.3928795,1,1
KVLD,"Valdosta Rgnl",30.7823531666667,-83.276908,3,1
KVNY,"Van Nuys",34.20945282625,-118.491893545,8,1
KVOK,"Volk Fld",43.9392375,-90.2531625,1,1
KVPS,"Eglin Afb",30.4834675,-86.52509725,2,2
KVPZ,"Porter Co Muni",41.45459175,-87.0049665,2,1
KVQQ,"Cecil Fld",30.21880925,-81.8770465,4,1
KVUJ,"Stanly Co",35.417003,-80.15057351,2,1
KWDG,"Enid Woodring Rgnl",36.37843825,-97.7878905,2,1
KWRB,"Robins Afb",32.64017394,-83.591935005,1,2
KWRI,"Mc Guire Afb",40.015978,-74.5928565,2,2
KWVL,"Waterville Robert Lafleur",44.53333075,-69.67546375,2,1
KWYS,"Yellowstone",44.6883985,-111.1176375,1,1
KXNA,"Northwest Arkansas Rgnl",36.2818655,-94.3068125,1,2
KYIP,"Willow Run",42.237659075,-83.530272636,5,2
KYKM,"Yakima Air Terminal Mc Allister Fld",46.56776625,-120.5434345,2,1
KYKN,"Chan Gurney Muni",42.916182,-97.38550275,2,1
KYNG,"Youngstown Warren Rgnl",41.261256,-80.6807881666667,3,2
KZZV,"Zanesville Muni",39.94444725,-81.89209425,2,1
LBBG,"Burgas",42.5701295,27.51524,1,1
LBPD,"Plovdiv",42.067856,24.850814,1,1
LBSF,"Sofia",42.69713,23.416722,1,2
LBWN,"Varna",43.2320415,27.825236,1,1
LCLK,"Larnaca",34.8751155,33.624832,1,1
LCPH,"Pafos Intl",34.7180375,32.4857305,1,1
LCRA,"Akrotiri",34.590417,32.98775,1,1
LDDU,"Dubrovnik",42.56284,18.264499,1,1
LDPL,"Pula",44.893531,13.9221555,1,1
LDRI,"Rijeka",45.216635,14.5708135,1,1
LDSP,"Split",43.5390255,16.298112,1,1
LDZA,"Zagreb",45.7418905,16.0672,1,2
LEAB,"Albacete",38.9485275,-1.8635,1,2
LEAL,"Alicante",38.282169,-0.558157,1,1
LEAM,"Almeria",36.8439345,-2.370097,1,1
LEAS,"Asturias",43.56349648,-6.03467033,1,1
LEBB,"Bilbao",43.3017169475,-2.9177787425,2,2
LEBL,"Barcelona El Prat",41.2949866666667,2.087669,3,4
LEBZ,"Talavera La Real",38.891271,-6.8212555,1,1
LECO,"A Coruna",43.302264,-8.377085725,1,1
LEGE,"Girona",41.905201585,2.762132505,1,1
LEGR,"Granada",37.188731,-3.777359,1,1
LEGT,"Getafe",40.2931515,-3.722481,2,1
LEIB,"Ibiza",38.87287064,1.37304468,1,2
LEJR,"Jerez",36.744622,-6.06011,2,1
LELC,"Murcia San Javier",37.7807881666667,-0.812052333333333,3,1
LELN,"Leon",42.589667322,-5.652897188,5,1
LEMD,"Barajas",40.490649,-3.5603594,5,4
LEMG,"Malaga",36.67975993,-4.4957715975,2,2
LEMH,"Menorca",39.8622215,4.2197625,2,1
LEMO,"Moron Ab",37.17489,-5.616018,1,1
LEPA,"Palma De Mallorca",39.5525357666667,2.73495795333333,3,3
LEPP,"Pamplona",42.770789,-1.646875,1,1
LERS,"Reus",41.14461383,1.1655050225,2,1
LERT,"Rota Ns",36.6452125,-6.349479,1,1
LESA,"Salamanca",40.95215,-5.5016445,2,1
LEST,"Santiago",42.897797,-8.4156905,1,2
LETO,"Torrejon",40.4967455,-3.4458695,1,1
LEVC,"Valencia",39.488236235,-0.4838915775,2,2
LEVD,"Valladolid - Villanubla",41.70826975,-4.8552785,2,1
LEVT,"Vitoria",42.882847,-2.72446,1,1
LEVX,"Vigo",42.2275113225,-8.629377895,2,1
LEXJ,"Santander",43.4271875,-3.8204705,1,1
LEZG,"Zaragoza Ab",41.66702975,-1.043559,2,1
LEZL,"Sevilla",37.417939,-5.893093,1,2
LFAC,"Calais Dunkerque",50.959926,1.95388,2,1
LFAT,"Le Touquet Paris Plage",50.5158523333333,1.62161966666667,3,1
LFBA,"Agen La Garenne",44.174025,0.592961,1,1
LFBC,"Cazaux",44.534018,-1.125346,1,2
LFBD,"Bordeaux Merignac",44.8319657566667,-0.708663776666667,3,2
LFBE,"Bergerac Roumaniere",44.824525,0.5187765,1,1
LFBF,"Francazal Ab",43.5439616666667,1.367491,3,1
LFBG,"Cognac Chateau Bernard",45.6585905,-0.31155875,2,2
LFBH,"La Rochelle Laleu",46.1792445,-1.19641,1,1
LFBI,"Poitiers Biard",46.588739,0.307939,1,1
LFBK,"Montlucon Gueret",46.222643,2.3639625,1,2
LFBL,"Limoges Bellegarde",45.861896,1.181368,1,2
LFBM,"Mont De Marsan",43.9115045,-0.509371,1,2
LFBO,"Toulouse Blagnac",43.62902575,1.36396875,2,4
LFBP,"Pau Pyrenees",43.3810775,-0.4207515,1,1
LFBT,"Tarbes Ossun Lourdes",43.178643,-0.0063405,1,1
LFBU,"Angouleme Brie Champniers",45.729515,0.2186725,1,1
LFBV,"Brive La Roche",45.1508885,1.468472,1,2
LFBX,"Perigueux Bassillac",45.197254,0.8159775,1,1
LFBZ,"Biarritz-anglet-bayonne",43.4691305858333,-1.53335621083333,6,2
LFCI,"Le Sequestre",43.913225,2.11072042,1,1
LFCK,"Mazamet",43.55625,2.289182,1,1
LFCR,"Rodez Marcillac",44.4078885,2.482646,1,2
LFDN,"Rochefort Saint Agnant",45.890643,-0.98489,1,1
LFGA,"Houssen",48.109701,7.358965,1,1
LFGJ,"Dole Tavaux",47.0389335,5.4272655,1,2
LFHP,"Le Puy Loudes",45.080555895,3.762067085,2,1
LFJL,"Metz-nancy-lorraine",48.980645,6.24947297,1,2
LFKB,"Bastia Poretta",42.552508,9.483709,1,1
LFKF,"Figari Sud Corse",41.502064,9.09696,1,1
